track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,track_name_clean,artist_clean,peak_pos,wks_on_chart,is_hit
3j8ziUfPtV4V6fHr5bEnyc,Skindred,Big Tings,Saying It Now,24,275157,False,0.505,0.568,7,-4.344,1,0.027,0.0211,0.0,0.163,0.21,119.935,4,industrial,saying it now,skindred,,,0
497QF4LiiB0bu51mgbaNy6,Front 242,Tyranny >for You<,Rhythm of Time,21,247840,False,0.619,0.615,4,-17.641,0,0.0391,0.0511,0.0222,0.055,0.545,119.935,4,industrial,rhythm of time,front 242,,,0
0HMbgtrBwEnXfKLlIHU7N3,Ayria,Paper Dolls,Underneath the Water,23,210882,False,0.649,0.941,10,-6.378,0,0.0518,0.013,0.0367,0.0858,0.805,127.995,4,industrial,underneath the water,ayria,,,0
0Ng9ji1k1QYwpzHXIwxNfc,Skindred,Volume,Shut Ya Mouth,24,223767,False,0.597,0.944,7,-2.941,1,0.186,0.0733,1.17e-06,0.0961,0.773,92.983,4,industrial,shut ya mouth,skindred,,,0
3rZVb9WXmktjhu4dNtYx5i,Rave The Reqviem,Stigmata Itch,By the Horn of Joshva,23,196720,True,0.511,0.947,0,-5.001,1,0.0719,0.000214,1.87e-05,0.385,0.488,112.018,4,industrial,by the horn of joshva,rave the reqviem,,,0
4RSA9zDSpLCgM2pMkvgghQ,Pailhead,Trait (Deluxe Edition),Don't Stand In Line,20,227126,False,0.62,0.936,4,-4.862,1,0.0851,0.0596,0.061,0.12,0.767,71.973,4,industrial,don't stand in line,pailhead,,,0
10qFyEwoDALDmgymvqxims,Mushroomhead,XX,Born Of Desire,22,241160,False,0.391,0.897,4,-5.44,1,0.187,0.000786,0.824,0.277,0.317,83.587,4,industrial,born of desire,mushroomhead,,,0
6CVga9CXgos2XjSvmWVrCD,Front 242,No Comment (Remastered),Commando Mix - Remastered,21,569880,False,0.69,0.98,2,-10.095,1,0.0501,0.0146,0.855,0.134,0.0848,115.716,4,industrial,commando mix - remastered,front 242,,,0
4D9SetEyBipw5k7DwiugDx,KMFDM,Greatest Shit,D.I.Y. (Edit),21,259253,False,0.579,0.979,2,-5.18,1,0.0629,7.7e-05,0.323,0.279,0.425,124.005,4,industrial,d.i.y. (edit),kmfdm,,,0
4IfSKs8cR2DAond1rUDIFA,Assemblage 23,Endure,Bravery,23,311851,False,0.566,0.941,10,-7.947,1,0.0314,0.0122,0.0019,0.0727,0.667,130.021,4,industrial,bravery,assemblage 23,,,0
1mKCMmJYGJkBQTz27fRhaF,Rob Zombie,The Munsters (Original Motion Picture Soundtrack),El Vampiro,23,135586,False,0.492,0.779,10,-8.361,1,0.0275,6.34e-05,0.593,0.216,0.828,150.0,4,industrial,el vampiro,rob zombie,,,0
44sysRf8MTsUDDAXVhjwG7,Prong,Zero Days,Divide and Conquer,23,196883,False,0.54,0.93,0,-3.642,1,0.0819,6.1e-05,7.7e-06,0.327,0.739,144.036,4,industrial,divide and conquer,prong,,,0
2UsKFVo6oK2yCHo7R1s4Ft,Revolting Cocks,Big Sexy Land,No Devotion,20,412687,False,0.667,0.681,7,-12.684,1,0.0629,0.0944,0.0783,0.444,0.395,127.218,4,industrial,no devotion,revolting cocks,,,0
0fRBuPyC2kTDICYNfDgFXp,Psychostick,... and Stuff,Ghostbuster!,23,205222,False,0.662,0.848,7,-6.068,1,0.0539,0.000183,0.0856,0.246,0.366,114.088,4,industrial,ghostbuster!,psychostick,,,0
08HsiTyWD3kzrIMPz92q13,Psychostick,IV: Revenge of the Vengeance,Blue Screen,23,276967,True,0.628,0.887,11,-4.981,1,0.0724,0.00339,0.00109,0.0814,0.533,130.125,4,industrial,blue screen,psychostick,,,0
29AkgjitYoZnCi5VAuFsRE,Apoptygma Berzerk;Claudia Brücken,Harmonizer - Deluxe Bonus Track Edition (Remastered),Unicorn (Duet Version),22,254893,False,0.653,0.945,6,-6.84,1,0.046,0.0414,0.0385,0.0772,0.82,125.994,4,industrial,unicorn (duet version),apoptygma berzerk;claudia brücken,,,0
2wByBKgqvrsTEtyB3LT25m,Static-X,Cannibal,Goat,22,228133,False,0.696,0.988,1,-3.645,1,0.144,0.0021,7.06e-05,0.33,0.5,101.991,4,industrial,goat,static-x,,,0
4T073IowTzdJRPBaAtHK0Q,Murderdolls,Beyond The Valley Of The Murderdolls,Dawn of the Dead,23,223226,False,0.277,0.99,11,-4.318,1,0.405,0.000795,0.485,0.282,0.332,172.366,4,industrial,dawn of the dead,murderdolls,,,0
4fj1VEtbV7GqxLiNbobwps,Ministry,Twitch,My Possession,21,305066,False,0.724,0.993,10,-11.822,0,0.0593,0.0587,0.665,0.357,0.165,103.982,4,industrial,my possession,ministry,,,0
5KFUEdsfmZ1GoymuU3QAtn,Wednesday 13,Condolences,"You Breathe, I Kill",22,182933,False,0.463,0.974,7,-3.885,1,0.0749,0.00014,0.00137,0.107,0.231,193.96,4,industrial,"you breathe, i kill",wednesday 13,,,0
1RaBIwIGWpcSsFZNugIeVK,Ministry,Land of Rape and Honey,Destruction,21,210106,False,0.51,0.968,2,-12.876,1,0.138,0.000482,0.000969,0.185,0.0879,99.004,4,industrial,destruction,ministry,,,0
68nwdboKOxTm59tawAhpz0,Rob Zombie,American Made Music To Strip By,Meet The Creeper - Pink Pussy Mix,22,287066,False,0.643,0.904,1,-3.764,1,0.0378,6.21e-05,0.432,0.297,0.433,115.019,4,industrial,meet the creeper - pink pussy mix,rob zombie,,,0
14tKBoKXxGakkoEmYuFfor,Nine Inch Nails,Lost Highway,The Perfect Drug,55,315440,False,0.627,0.883,5,-8.988,0,0.0947,0.0207,0.00346,0.323,0.252,149.024,4,industrial,the perfect drug,nine inch nails,,,0
7CTG11dlmh6jwyf7g75Hxo,JPEGMAFIA,OFFLINE!,DIKEMBE!,50,182269,True,0.606,0.973,8,-1.644,1,0.244,0.0939,0.000503,0.31,0.335,140.963,4,industrial,dikembe!,jpegmafia,,,0
5CPC6pA58SIDKwyje76vBR,JPEGMAFIA,LP!,END CREDITS!,47,115044,True,0.498,0.942,8,-2.535,1,0.056,0.0108,0.0,0.269,0.224,111.916,4,industrial,end credits!,jpegmafia,,,0
2COpCHmdoG0mhV3D3NA2tD,JPEGMAFIA,EP!,BODYGUARD!,33,143628,True,0.48,0.603,11,-6.286,0,0.196,0.56,0.0,0.152,0.293,125.344,4,industrial,bodyguard!,jpegmafia,,,0
2SRLd3XhmyP2wwQKVRDDy4,JPEGMAFIA,LP!,"SICK, NERVOUS & BROKE!",49,324776,True,0.549,0.687,1,-4.53,1,0.135,0.0722,0.0,0.62,0.0754,97.78,4,industrial,"sick, nervous & broke!",jpegmafia,,,0
35AfyEr5ZUEzvNuPuEH48T,Sevendust,Blood & Stone (Deluxe),Kill Me,23,218401,True,0.482,0.89,8,-6.313,1,0.0864,0.00149,0.000526,0.0553,0.317,169.028,4,industrial,kill me,sevendust,,,0
2GN8Femwt83EIwInIuQj33,Helmet,Betty,Speechless,54,178973,False,0.358,0.697,6,-10.471,0,0.048,0.000324,0.00248,0.108,0.545,99.094,4,industrial,speechless,helmet,,,0
5rns75KCEWpNyglmJ5MxAO,Dope,Group Therapy,So Low,21,194613,False,0.568,0.977,4,-3.924,0,0.0892,0.000622,0.734,0.138,0.412,151.878,4,industrial,so low,dope,,,0
4XgPM5HdclVwRNcfYoMWcv,Faderhead;Chris Harms,Better,Better,21,310571,False,0.441,0.756,9,-7.557,0,0.0322,0.0212,0.105,0.378,0.367,144.3,4,industrial,better,faderhead;chris harms,,,0
2D5EwJlDRF8BBJaiUfOnUG,Trbl;BXTR,AG007,Depths of Existence - BXTR Remix,21,298444,False,0.47,0.988,10,-7.949,0,0.0649,0.000105,0.605,0.16,0.418,146.998,4,industrial,depths of existence - bxtr remix,trbl;bxtr,,,0
7MZBQeYiGTwXPkDigjFpKo,Nine Inch Nails,With Teeth (Bonus Tracks),Right Where It Belongs,42,307560,False,0.458,0.362,5,-10.043,1,0.0305,0.979,0.494,0.118,0.223,139.879,4,industrial,right where it belongs,nine inch nails,,,0
19T79JA6PgqCbYOYZ3e1bV,Emigrate;Benjamin Kowalewicz,A Million Degrees,1234,55,202907,False,0.558,0.953,7,-4.705,1,0.0288,5.32e-05,0.000375,0.062,0.75,95.0,4,industrial,1234,emigrate;benjamin kowalewicz,,,0
0wmXb4sssaAJvH6IjdB4CA,Cold,13 Ways To Bleed Onstage,Witch,23,228640,True,0.526,0.912,11,-5.714,1,0.0629,0.00883,0.000104,0.173,0.391,108.754,4,industrial,witch,cold,,,0
44sz0rNbTA687rs9CYi0IN,Nine Inch Nails,The Fragile,The Day The World Went Away,48,273666,False,0.168,0.235,11,-7.877,1,0.0404,0.0321,0.82,0.0924,0.0618,127.748,4,industrial,the day the world went away,nine inch nails,17.0,1.0,1
00y0koMq3qpO89kq5hlYU6,King Satan,I Want You to Worship Satan,Psychosadomasochism,21,241600,False,0.613,0.882,7,-7.843,1,0.0466,0.00209,0.000298,0.198,0.481,119.967,4,industrial,psychosadomasochism,king satan,,,0
2N1YmQUrZmnoHfyVI28MbX,In Strict Confidence,Industrial Love / Prediction,Industrial Love - VNV Nation Remix,22,345560,False,0.599,0.715,10,-10.26,0,0.0323,0.0136,0.0307,0.0969,0.253,97.132,4,industrial,industrial love - vnv nation remix,in strict confidence,,,0
3rtRaoimMbLuhEYQAQcTk6,Orgy,Talk Sick,G Face,21,242560,True,0.647,0.913,2,-4.718,1,0.101,0.00302,0.0,0.406,0.572,128.976,4,industrial,g face,orgy,,,0
6Q8RfJdfgpYmrbFxX3Sszh,ohGr,Welt,Minus,20,260213,False,0.533,0.958,5,-6.26,0,0.0887,0.000394,0.0416,0.0905,0.455,146.999,4,industrial,minus,ohgr,,,0
3cbhzKTRjnZEONXqCNPozT,Area 11,Modern Synthesis,Versus,22,253466,True,0.511,0.848,8,-6.544,1,0.042,0.00577,0.0,0.18,0.384,125.012,4,industrial,versus,area 11,,,0
2Lu058TQgCxT5MuS5ulxOG,Godhead,2000 Years Of Human Error,Inside You,21,211800,False,0.555,0.796,4,-6.102,1,0.0781,0.00016,0.0325,0.12,0.355,119.678,4,industrial,inside you,godhead,,,0
6qvrNpU32q35ODhDSoX1L2,Psychostick,... and Stuff,Let's Do the Sex,23,222459,True,0.625,0.821,1,-7.038,1,0.147,0.0123,0.00809,0.2,0.731,126.238,4,industrial,let's do the sex,psychostick,,,0
1WxrS0MvS2SXTFIMoBWzNg,Scum of the Earth,The Devil Made Me Do It,The Devil Made Me Do It 3,22,179053,False,0.553,0.953,2,-4.355,1,0.0435,2.05e-05,0.00757,0.0593,0.775,130.047,4,industrial,the devil made me do it 3,scum of the earth,,,0
0051nJ5xbRu8kuqPTYa9l7,Pigface,The Best Of Pigface,"Hips, Tits, Lips, Power!",20,258760,False,0.65,0.761,4,-10.731,1,0.0591,0.0183,0.0154,0.354,0.355,110.067,4,industrial,"hips, tits, lips, power!",pigface,,,0
2GsjN2aFXJ5c8HR9eEuTdX,KMFDM,Nihil,Revolution,20,267040,False,0.56,0.928,1,-2.938,1,0.0391,3.17e-05,0.73,0.193,0.317,115.896,4,industrial,revolution,kmfdm,,,0
1ggyFOkX9Ti0sI6DLgvoa7,American Head Charge,The War Of Art,Self,23,261426,True,0.509,0.948,8,-3.432,1,0.079,3.76e-05,0.00415,0.135,0.332,161.748,4,industrial,self,american head charge,,,0
1ro2qxiKNuHMS09KKTLo89,Sevendust,Sevendust (Definitive Edition),My Ruin,23,337171,True,0.253,0.72,6,-7.925,1,0.0514,0.000558,0.0025,0.111,0.533,82.477,4,industrial,my ruin,sevendust,,,0
6HZVxvuufNgDpqkWLjZ2RH,Skindred,Shark Bites and Dog Fights,Corrupted,24,216413,False,0.567,0.892,0,-5.964,0,0.0477,8.21e-05,0.000482,0.422,0.621,143.98,4,industrial,corrupted,skindred,,,0
2GoFLWYwT2y1bP1h0aGtoJ,(Hed) P.E.;Serj Tankian;Morgan Lander,Broke,Feel Good (feat. Serj Tankian & Morgan Lander),23,254026,False,0.678,0.69,4,-7.615,1,0.19,0.00333,0.00078,0.0453,0.754,90.869,4,industrial,feel good (feat. serj tankian & morgan lander),(hed) p.e.;serj tankian;morgan lander,,,0
5ft9yiGXI9o4bnbznZFP3U,Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),Der Meister,55,250558,False,0.661,0.699,9,-7.982,1,0.0369,7.07e-06,0.666,0.177,0.629,130.144,4,industrial,der meister,rammstein,,,0
5hfA2BeYLbBukMAPXJNzdI,Sevendust,Best Of (Chapter One 1997-2004),Praise,23,221960,True,0.563,0.906,6,-3.407,1,0.108,0.000186,8.21e-06,0.0204,0.449,131.88,4,industrial,praise,sevendust,,,0
4Bq1iyk6DPUXXSiXuC47ad,Sevendust,Best Of (Chapter One 1997-2004),Black,23,250666,True,0.564,0.976,6,-3.562,1,0.0592,8.83e-06,0.247,0.0868,0.642,107.995,4,industrial,black,sevendust,,,0
4Z30ICEtLxCJD1Tx6eSqD2,Mushroomhead,Superbuick,Chancre Sore,22,155186,True,0.491,0.972,2,-6.926,1,0.0799,0.00776,0.858,0.229,0.575,87.43,4,industrial,chancre sore,mushroomhead,,,0
1lQycHorbIQwYBsLFPzDif,Priest,Cyberhead,Indestructible,22,207173,False,0.617,0.791,9,-5.374,0,0.0343,0.00934,0.000408,0.368,0.908,125.021,4,industrial,indestructible,priest,,,0
0Cf9QHPb1pUbA7Vwyw1vYk,Revolting Cocks,Big Sexy Land,38,20,250761,False,0.528,0.972,10,-12.377,0,0.0325,0.000329,0.566,0.0771,0.273,141.132,4,industrial,38,revolting cocks,,,0
65msMoWzaKwqcSFUeW43y1,Mushroomhead,Savior Sorrow,The Need,22,296026,False,0.516,0.872,8,-5.342,1,0.0477,0.0147,7.6e-06,0.105,0.252,117.947,4,industrial,the need,mushroomhead,,,0
7chVXtHbWoFFrSsFcLc56D,Ill Niño,Revolution Revolucion [Special Edition],What Comes Around - Spanish Version,23,226240,False,0.503,0.947,1,-4.687,1,0.0966,0.00035,0.00124,0.102,0.156,112.204,4,industrial,what comes around - spanish version,ill niño,,,0
5chHOXIeRXzmo0xfUceOsC,Funker Vogt,Code of Conduct,Tanzbefehl,21,286066,False,0.631,0.925,0,-5.48,1,0.0436,0.123,0.0783,0.129,0.724,121.048,4,industrial,tanzbefehl,funker vogt,,,0
2OEP0pMfahwuRS6048mxfV,Psychostick,... and Stuff,Mi Queso,23,142689,False,0.5,0.812,6,-6.01,1,0.0422,0.00189,7.37e-06,0.0685,0.402,134.008,4,industrial,mi queso,psychostick,,,0
7LGO7lhkvLK0tuul9FTapc,Snake River Conspiracy,Sonic Jihad,Act Your Age,20,266626,False,0.615,0.976,9,-1.961,1,0.0673,0.257,0.0205,0.588,0.583,129.921,4,industrial,act your age,snake river conspiracy,,,0
6WL8EGMLQvDTWfRklPrZjO,[:SITD:];Dennis Schober,Trauma: Ritual,Puls:Schlag,22,447386,False,0.508,0.891,5,-6.443,1,0.036,0.168,0.0669,0.13,0.285,105.014,4,industrial,puls:schlag,[:sitd:];dennis schober,,,0
4HuPW0u4RZbOXSYC4mhXep,Sevendust,Best Of (Chapter One 1997-2004),Bitch,23,223213,True,0.577,0.937,7,-5.198,1,0.0452,0.000106,0.0019,0.0619,0.639,92.528,4,industrial,bitch,sevendust,,,0
0I76doQ61TVBoQJd9brdtX,Psychostick,We Couldn't Think of a Title,Jagermeister Love Song,23,149002,False,0.369,0.946,5,-7.442,0,0.239,0.000818,0.0868,0.0329,0.18,96.449,5,industrial,jagermeister love song,psychostick,,,0
10cOZkuu4tkhJDxiU7d6wR,Prong,Zero Days,However It May End,23,216088,False,0.559,0.929,1,-4.077,1,0.0683,1.56e-05,0.0002,0.346,0.455,108.528,4,industrial,however it may end,prong,,,0
2yOKtjrMP6TC4HANo5h7vW,White Zombie,"Astro Creep: 2000 Songs Of Love, Destruction And Other Synthetic Delusions Of The Electric Head","I, Zombie",24,211666,True,0.389,0.989,10,-6.167,1,0.228,4.13e-05,0.636,0.21,0.0627,154.377,4,industrial,"i, zombie",white zombie,,,0
1ivAnRes9mAvhnRoBPpm1o,Ministry,In Case You Didn't Feel Like Showing Up (Live),So What - Live,21,689373,False,0.53,0.729,7,-10.449,1,0.0411,2.73e-05,0.678,0.97,0.542,131.753,4,industrial,so what - live,ministry,,,0
2UVCKuxhCQ29eUdQys4EpM,Front Line Assembly,Caustic Grip,Threshold,21,314400,False,0.42,0.883,0,-10.344,1,0.066,0.0225,0.659,0.0836,0.435,200.891,4,industrial,threshold,front line assembly,,,0
0Pzqc04oyMzJWyx4TlZczB,Rob Zombie,Hellbilly Deluxe 2 (Special Edition),Theme for an Angry Red Planet,22,92306,False,0.635,0.326,5,-10.735,1,0.0364,0.0236,0.699,0.245,0.231,94.926,4,industrial,theme for an angry red planet,rob zombie,,,0
3JWCfXhZE8tR6DAn7bQZdj,Lords Of Acid,Our Little Secret (Special Remastered Band Edition),Spank My Booty (Reprise) - Remastered,20,231160,True,0.799,0.882,7,-3.597,1,0.146,0.00357,8.12e-05,0.0638,0.764,135.891,4,industrial,spank my booty (reprise) - remastered,lords of acid,,,0
41ZjzkJRYKHo4seEv9MSBI,Cold,The Things We Can´t Stop,Quiet Now,43,254642,False,0.547,0.812,3,-4.703,1,0.0326,0.0213,0.0,0.0855,0.383,117.976,4,industrial,quiet now,cold,,,0
184ImITRjcX2h1awZ4WVT1,Nine Inch Nails,The Fragile,Just Like You Imagined,46,229866,False,0.473,0.748,0,-8.052,1,0.0381,0.00411,0.889,0.0871,0.352,150.048,5,industrial,just like you imagined,nine inch nails,,,0
7sesNXHb5NdVXmCtm6f9qo,Soulfly,Ritual,Soulfly XI,41,205929,False,0.488,0.45,11,-9.559,0,0.0386,0.574,0.9,0.107,0.313,160.245,4,industrial,soulfly xi,soulfly,,,0
1ZEHPid4qHr05Z7QpwLJuW,Fear Factory,Genexus,Soul Hacker,53,192826,False,0.591,0.958,11,-2.584,1,0.0505,1.26e-05,4.54e-05,0.216,0.696,125.031,4,industrial,soul hacker,fear factory,,,0
4mRuyccI90TUWJKP7qdYvX,Death Grips,The Money Store,Blackjack,46,142000,True,0.532,0.855,4,-3.014,0,0.301,0.259,0.0,0.112,0.534,136.902,4,industrial,blackjack,death grips,,,0
2bHRnMtpXMUmzDHZrAyxne,Rammstein,Rammstein,Hallomann,54,251634,False,0.419,0.706,10,-5.936,1,0.038,0.0171,0.0244,0.0998,0.143,171.997,4,industrial,hallomann,rammstein,,,0
0TZHr5VaPg3KsMEV52d6jV,God Module,Viscera,Inside Out,20,270600,False,0.473,0.955,6,-6.366,1,0.0368,0.000471,0.583,0.631,0.513,129.03,4,industrial,inside out,god module,,,0
44rFxwCAvqFHHAaPpXMSA6,Lights Of Euphoria,Collapsed,Collapsed,23,280000,False,0.614,0.658,8,-13.187,1,0.0333,0.00933,0.711,0.104,0.25,132.006,4,industrial,collapsed,lights of euphoria,,,0
67VWcesScZvjGPpyXSDSSW,Combichrist,Everybody Hates You,feed your anger,20,289986,False,0.586,0.986,4,-7.549,0,0.061,0.092,0.123,0.316,0.248,109.995,4,industrial,feed your anger,combichrist,,,0
1BY2Em9lezQbrADAlqRmrb,Sevendust,Blood & Stone (Deluxe),What You've Become,23,224374,False,0.362,0.97,8,-5.797,1,0.213,5.93e-05,0.0305,0.0489,0.297,172.189,3,industrial,what you've become,sevendust,,,0
00pXmbtlToZQKFIPTKZpM2,HELLYEAH,Blood For Blood,Feast or Famine,23,200508,True,0.295,0.944,5,-3.922,0,0.164,3.98e-05,1.71e-05,0.346,0.596,124.86,4,industrial,feast or famine,hellyeah,,,0
3sRNtIkYjdfMYn9KkNX68t,Soulfly,Savages,This Is Violence,21,263120,True,0.258,0.979,9,-4.029,1,0.126,9.75e-06,0.000211,0.0709,0.141,97.765,4,industrial,this is violence,soulfly,,,0
1P1b1Fzk6uuN27hSBm78Qe,Coal Chamber,Chamber Music,Untrue,23,206826,False,0.383,0.951,0,-3.743,1,0.104,0.00607,0.0,0.261,0.668,110.584,4,industrial,untrue,coal chamber,,,0
3d7Tm0Tq4YAm4WXq7XLyzs,Static-X,Cult of Static,Nocturnally,21,229506,False,0.522,0.982,0,-3.436,0,0.117,0.000956,4.04e-05,0.236,0.295,172.862,4,industrial,nocturnally,static-x,,,0
6nn2kLJSubw6VUIkLIc5JF,Priest,Cyberhead,Hysteria,22,244373,False,0.489,0.787,1,-6.605,0,0.0345,6.53e-05,0.00154,0.635,0.371,127.99,4,industrial,hysteria,priest,,,0
2hqOwN9lLAoqNp6qc1ez4d,Static-X,Cult of Static,Skinned,22,213933,True,0.577,0.987,10,-3.954,0,0.0742,0.000158,6.02e-05,0.0712,0.448,141.964,4,industrial,skinned,static-x,,,0
7hC9ewPXebiYBQDWza22Ed,Blaqk Audio,Bright Black Heaven,Faith Healer,21,284493,False,0.702,0.83,9,-4.756,0,0.0419,0.128,0.000101,0.0908,0.665,100.026,4,industrial,faith healer,blaqk audio,,,0
0gf3Nzl7cUeFqMedPQYcuH,And One,So Klingt Liebe (X),Get You Closer - Live,22,325400,False,0.562,0.899,4,-6.841,0,0.0678,0.087,3.81e-05,0.815,0.331,131.074,4,industrial,get you closer - live,and one,,,0
71R0PaYWNg2eaUG9e8YVze,(Hed) P.E.,New World Orphans,Live or Die Free,23,118946,True,0.611,0.958,1,-4.538,1,0.111,0.0185,0.278,0.7,0.68,125.156,4,industrial,live or die free,(hed) p.e.,,,0
63XrYsnwOnADHy8HRkeKWs,Apoptygma Berzerk;Sono,Black Pawn (B-Sides & Rarities),Love To Blame - Sono Remix,21,230400,False,0.652,0.845,9,-5.801,0,0.0279,0.0464,0.0204,0.106,0.591,118.011,4,industrial,love to blame - sono remix,apoptygma berzerk;sono,,,0
7lX6at1uA6gF2fhwVFnO17,And One,Bodypop 1 1/2,Only You,22,209693,False,0.688,0.876,8,-6.375,1,0.027,0.355,0.0119,0.968,0.961,105.056,4,industrial,only you,and one,,,0
09KOUOdpYQXECSrD85bvgd,Deadsy,Commencement,Flowing Glower,20,298051,False,0.311,0.42,7,-10.615,1,0.0293,0.00138,0.0237,0.198,0.308,129.104,4,industrial,flowing glower,deadsy,,,0
2SNhgZaiTCy8HxuGOHWOVc,JOHNNASCUS,KILL ALL MY NON-BELIEVERS (untitled_0031),KILL ALL MY NON-BELIEVERS (untitled_0031),21,100560,False,0.516,0.998,11,-0.992,0,0.265,0.0968,0.00556,0.642,0.0842,125.042,4,industrial,kill all my non-believers (untitled_0031),johnnascus,,,0
2zH45EL665vY1rWcPeS07p,Psychostick,Do,Socks & Sandals (Pajama Pants),23,199573,True,0.682,0.858,1,-5.335,1,0.191,0.00252,3.44e-05,0.203,0.837,131.593,4,industrial,socks & sandals (pajama pants),psychostick,,,0
1bilplPID1JKZxjOcEoUTY,FGFC820,Law & Ordnance,Killing Fields,21,336200,False,0.53,0.992,5,-4.755,1,0.0566,0.000437,0.395,0.341,0.578,141.995,4,industrial,killing fields,fgfc820,,,0
5pDSg3NwAr7yXqVJ5KsJ8x,Deadsy,Commencement,Lake Waramaug,20,263866,False,0.405,0.663,0,-7.782,1,0.0339,5.73e-06,0.805,0.175,0.603,159.236,4,industrial,lake waramaug,deadsy,,,0
6CmXuuXstpcQeLL007qdti,Tones On Tail,Everything!,Burning Skies,22,387106,False,0.379,0.505,2,-11.048,0,0.0325,0.00224,0.618,0.203,0.353,95.09,4,industrial,burning skies,tones on tail,,,0
4wsNQRjA6ZE8CgZNLFkh06,Coal Chamber,Giving the Devil His Due,Headstones and the Walking Dead,23,207360,False,0.427,0.87,7,-4.375,1,0.0993,0.000686,0.0257,0.148,0.435,132.503,4,industrial,headstones and the walking dead,coal chamber,,,0
6F8OLmPGicTn9wXBXTdmiX,Combichrist,Everybody Hates You,lying sack of s*it,20,301506,True,0.569,0.964,0,-6.94,0,0.0445,0.00171,0.739,0.203,0.443,139.998,4,industrial,lying sack of s*it,combichrist,,,0
5eX3qYAuqbyomTXMsujVfE,Hocico,Signos de Aberracion,Instincts of Perversion,21,347040,False,0.517,0.994,10,-6.545,0,0.103,0.000537,0.772,0.0641,0.175,146.972,4,industrial,instincts of perversion,hocico,,,0
7G3X5j8V4d9kcdmC4t7rN1,Blaqk Audio,CexCells,Bitter For Sweet,21,369800,False,0.586,0.865,9,-5.987,0,0.0588,0.361,0.000464,0.0919,0.148,120.0,4,industrial,bitter for sweet,blaqk audio,,,0
07LZK8FmFH4qgluCbENEwg,Hocico,The Spell of the Spider (Deluxe Edition) [Remastered],Forgotten Tears,21,348826,True,0.606,0.982,10,-4.822,1,0.0563,0.109,0.00298,0.466,0.212,120.006,4,industrial,forgotten tears,hocico,,,0
2tuQw5tjyp5VaCCtsJ832U,Apoptygma Berzerk,7 - Deluxe Bonus Track Edition (Remastered),Deep Red,21,239786,False,0.55,0.981,11,-5.632,0,0.0531,0.123,0.558,0.115,0.587,131.962,4,industrial,deep red,apoptygma berzerk,,,0
2pX5WXKPnOZiSeL8hQEYDo,Psychostick,... and Stuff,Galaxy Song,23,116254,False,0.594,0.953,6,-7.122,1,0.239,0.0161,0.0556,0.166,0.809,179.937,4,industrial,galaxy song,psychostick,,,0
7lL7AgPCYvDHz8AI4nergA,Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),Laichzeit,54,262798,False,0.786,0.635,4,-8.304,1,0.0736,0.000244,0.143,0.0797,0.687,133.604,4,industrial,laichzeit,rammstein,,,0
17GyQB11ay1TyyykXnBAO2,Blaqk Audio,CexCells,On A Friday,22,253400,False,0.57,0.926,0,-5.929,1,0.0428,0.00245,0.0228,0.129,0.537,144.929,4,industrial,on a friday,blaqk audio,,,0
6JJB17ob2PlyExJUcU1rti,Front 242,Moments 1,Happiness,21,431893,False,0.512,0.714,9,-13.245,1,0.0372,0.000153,0.785,0.934,0.268,144.958,4,industrial,happiness,front 242,,,0
1VDcL3ypkX1INT5E8jGLly,Static-X,Cannibal,Electric Pulse,21,160813,False,0.563,0.997,4,-2.706,0,0.108,0.00011,4.28e-06,0.363,0.0857,138.09,4,industrial,electric pulse,static-x,,,0
3yubyWatnRRLHkIsN1ZI2Q,Type O Negative,October Rust (Special Edition),My Girlfriend's Girlfriend,53,228826,False,0.539,0.762,4,-6.908,0,0.0339,0.158,0.908,0.0648,0.661,114.08,4,industrial,my girlfriend's girlfriend,type o negative,,,0
45EDts4Ve0IY3s1rQlNikf,Skinny Puppy,Mind: The Perpetual Intercourse,Chainsaw,20,355373,False,0.663,0.759,10,-14.218,0,0.0869,0.000257,0.029,0.409,0.446,114.037,4,industrial,chainsaw,skinny puppy,,,0
4opYPZ5qVQcwzs5Ty8SENc,Hocico,Sangre Hirviente,Sucios Pensamientos,21,327000,False,0.446,0.951,9,-5.944,0,0.0625,0.0769,0.148,0.444,0.264,180.046,4,industrial,sucios pensamientos,hocico,,,0
5TsW15Rgh7DZx6fx1IIyJb,Rob Zombie,American Made Music To Strip By,Demonoid Phenomenon - Sin Lives Mix,23,276026,False,0.543,0.917,8,-5.453,1,0.0398,7.12e-05,0.763,0.372,0.346,140.003,4,industrial,demonoid phenomenon - sin lives mix,rob zombie,,,0
4hU4xH9wKHssXSe282FkK3,Front Line Assembly,Caustic Grip,Resist,20,326666,False,0.613,0.873,10,-9.269,0,0.0416,2.65e-05,0.68,0.803,0.475,128.0,4,industrial,resist,front line assembly,,,0
2u8JiiZ4MxCmxbiYPz5iqc,Type O Negative,The Best of Type O Negative,Everyone I Love Is Dead - Edit,21,281280,False,0.5,0.929,2,-6.495,1,0.113,0.0152,0.00707,0.136,0.277,128.723,4,industrial,everyone i love is dead - edit,type o negative,,,0
